payment_id,customer_id,amount,payment_method,subscription_type,status,failure_reason,retry_count,bank_response,recoverable,payment_date
PAY005051,CUST7730,17434,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-03-24 22:34:38.959140
PAY005052,CUST5227,11942,Credit Card,Monthly,SUCCESS,,2,Approved,0,2026-06-22 01:28:38.959140
PAY005053,CUST2710,16471,Credit Card,Quarterly,SUCCESS,,1,Approved,0,2026-08-24 12:52:38.959140
PAY005054,CUST9135,22687,Credit Card,Quarterly,SUCCESS,,3,Approved,0,2026-05-10 01:13:38.959140
PAY005055,CUST8997,14112,Debit Card,Annual,SUCCESS,,3,Approved,0,2026-06-04 11:57:38.959140
PAY005056,CUST4418,18416,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-03-22 21:22:38.959140
PAY005057,CUST6669,19616,Credit Card,Annual,SUCCESS,,0,Approved,0,2026-06-24 06:22:38.959140
PAY005058,CUST8083,18046,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-04-11 09:58:38.959140
PAY005059,CUST9028,20015,Net Banking,Monthly,SUCCESS,,0,Approved,0,2026-07-11 12:20:38.959140
PAY005060,CUST2228,1002,UPI,Monthly,SUCCESS,,0,Approved,0,2026-03-26 21:49:38.959140
PAY005061,CUST1003,11053,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-06-13 12:00:38.959140
PAY005062,CUST9182,6613,Wallet,Monthly,SUCCESS,,3,Approved,0,2026-04-24 12:22:38.959140
PAY005063,CUST7451,8669,UPI,Quarterly,FAILED,Insufficient Funds,0,Blocked,1,2026-03-25 15:28:38.959140
PAY005064,CUST2467,8293,Debit Card,Quarterly,FAILED,Insufficient Funds,3,Timeout,1,2026-07-15 23:12:38.959140
PAY005065,CUST8441,21774,Wallet,Annual,SUCCESS,,0,Approved,0,2026-05-18 05:41:38.959140
PAY005066,CUST8407,21932,Credit Card,Monthly,SUCCESS,,1,Approved,0,2026-05-19 06:31:38.959140
PAY005067,CUST3969,13022,Credit Card,Quarterly,SUCCESS,,0,Approved,0,2026-03-18 00:04:38.959140
PAY005068,CUST3841,10111,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-07-10 14:43:38.959140
PAY005069,CUST5373,12778,Debit Card,Annual,SUCCESS,,3,Approved,0,2026-04-07 14:33:38.959140
PAY005070,CUST4202,3492,Credit Card,Quarterly,FAILED,UPI Failure,2,Blocked,1,2026-05-14 16:27:38.959140
PAY005071,CUST6499,3983,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-07-11 19:50:38.959140
PAY005072,CUST3996,15386,Net Banking,Monthly,SUCCESS,,3,Approved,0,2026-04-16 05:31:38.959140
PAY005073,CUST9329,19308,Wallet,Annual,FAILED,User Cancelled,3,Processing Error,0,2026-06-10 06:36:38.959140
PAY005074,CUST2029,21098,UPI,Annual,SUCCESS,,3,Approved,0,2026-07-25 02:55:38.959140
PAY005075,CUST6681,19922,Wallet,Quarterly,SUCCESS,,3,Approved,0,2026-04-15 07:05:38.959140
PAY005076,CUST7729,15789,Debit Card,Quarterly,FAILED,Network Error,2,Declined,1,2026-08-07 18:24:38.959140
PAY005077,CUST9028,1772,Net Banking,Quarterly,FAILED,Network Error,1,Declined,1,2026-05-18 11:10:38.959140
PAY005078,CUST5322,11589,Debit Card,Annual,SUCCESS,,3,Approved,0,2026-08-03 23:30:38.959140
PAY005079,CUST5248,24393,Wallet,Annual,SUCCESS,,3,Approved,0,2026-05-18 21:22:38.959140
PAY005080,CUST6793,14602,Credit Card,Quarterly,SUCCESS,,0,Approved,0,2026-05-12 07:28:38.959140
PAY005081,CUST5148,8380,UPI,Quarterly,FAILED,Insufficient Funds,2,Declined,1,2026-07-05 17:24:38.959140
PAY005082,CUST1091,16324,Wallet,Annual,SUCCESS,,1,Approved,0,2026-06-27 02:55:38.959140
PAY005083,CUST4719,24610,Wallet,Quarterly,SUCCESS,,3,Approved,0,2026-05-06 02:42:38.959140
PAY005084,CUST6724,983,Debit Card,Annual,SUCCESS,,1,Approved,0,2026-05-29 01:40:38.959140
PAY005085,CUST4761,1165,Wallet,Monthly,FAILED,Insufficient Funds,3,Timeout,1,2026-06-13 08:53:38.959140
PAY005086,CUST7601,17586,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-08-25 04:14:38.959140
PAY005087,CUST7669,19994,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-04-23 21:20:38.959140
PAY005088,CUST5533,24358,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-07-14 14:50:38.959140
PAY005089,CUST5502,6948,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-08-02 23:17:38.959140
PAY005090,CUST5219,12758,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-04-10 23:09:38.959140
PAY005091,CUST6914,24284,Wallet,Monthly,SUCCESS,,1,Approved,0,2026-05-23 00:06:38.959140
PAY005092,CUST7464,14908,Net Banking,Quarterly,FAILED,Network Error,3,Timeout,1,2026-04-16 07:09:38.959140
PAY005093,CUST8075,8830,UPI,Monthly,SUCCESS,,3,Approved,0,2026-08-14 01:05:38.959140
PAY005094,CUST8774,4571,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-04-14 14:02:38.959140
PAY005095,CUST5647,4903,UPI,Monthly,SUCCESS,,0,Approved,0,2026-07-16 19:38:38.959140
PAY005096,CUST1735,791,Net Banking,Annual,FAILED,UPI Failure,1,Processing Error,1,2026-07-02 04:15:38.959140
PAY005097,CUST7418,19639,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-03-30 17:36:38.959140
PAY005098,CUST8689,15220,Credit Card,Annual,SUCCESS,,3,Approved,0,2026-06-20 19:10:38.959140
PAY005099,CUST2428,7834,Debit Card,Quarterly,SUCCESS,,0,Approved,0,2026-05-26 13:19:38.959140
PAY005100,CUST7081,10631,Debit Card,Annual,SUCCESS,,3,Approved,0,2026-08-13 18:17:38.959140
PAY005101,CUST6635,17403,Credit Card,Quarterly,FAILED,User Cancelled,1,Approved,0,2026-08-12 10:50:38.959140
PAY005102,CUST7610,15412,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-07-20 00:02:38.959140
PAY005103,CUST8878,24878,UPI,Annual,SUCCESS,,3,Approved,0,2026-03-20 19:23:38.959140
PAY005104,CUST3987,23023,Credit Card,Annual,FAILED,Bank Timeout,0,Blocked,1,2026-08-28 04:26:38.959140
PAY005105,CUST2798,3207,Credit Card,Monthly,SUCCESS,,1,Approved,0,2026-06-21 13:32:38.959140
PAY005106,CUST9534,8407,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-06-26 16:54:38.959140
PAY005107,CUST5070,24229,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-08-22 07:42:38.959140
PAY005108,CUST2083,14710,UPI,Annual,FAILED,Insufficient Funds,0,Processing Error,1,2026-05-09 16:32:38.959140
PAY005109,CUST5379,13352,UPI,Quarterly,FAILED,Insufficient Funds,2,Processing Error,1,2026-03-31 11:36:38.959140
PAY005110,CUST9812,15010,Debit Card,Quarterly,SUCCESS,,1,Approved,0,2026-07-26 09:37:38.959140
PAY005111,CUST1174,8910,Credit Card,Quarterly,SUCCESS,,1,Approved,0,2026-08-03 10:39:38.959140
PAY005112,CUST8091,11609,Debit Card,Annual,SUCCESS,,3,Approved,0,2026-04-17 14:08:38.959140
PAY005113,CUST5768,22328,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-08-14 19:28:38.959140
PAY005114,CUST1162,6151,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-06-29 15:19:38.959140
PAY005115,CUST5025,18255,UPI,Quarterly,FAILED,Invalid CVV,1,Timeout,0,2026-07-31 22:55:38.959140
PAY005116,CUST9234,17114,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-07-23 15:02:38.959140
PAY005117,CUST4275,1463,Credit Card,Annual,FAILED,Network Error,2,Approved,1,2026-07-22 22:58:38.959140
PAY005118,CUST1083,20622,Debit Card,Monthly,SUCCESS,,2,Approved,0,2026-05-28 02:53:38.959140
PAY005119,CUST6924,20578,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-04-01 09:51:38.959140
PAY005120,CUST7589,21364,Net Banking,Monthly,FAILED,Bank Timeout,0,Blocked,1,2026-08-20 10:43:38.959140
PAY005121,CUST5028,19772,Debit Card,Quarterly,SUCCESS,,1,Approved,0,2026-08-22 12:11:38.959140
PAY005122,CUST8211,204,Wallet,Annual,SUCCESS,,1,Approved,0,2026-03-15 03:28:38.959140
PAY005123,CUST1985,11673,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-08-03 08:44:38.959140
PAY005124,CUST3391,5451,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-03-31 04:29:38.959140
PAY005125,CUST1360,18397,Debit Card,Monthly,SUCCESS,,2,Approved,0,2026-03-10 14:21:38.959140
PAY005126,CUST1638,21866,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-07-15 04:37:38.959140
PAY005127,CUST3038,1916,UPI,Annual,SUCCESS,,2,Approved,0,2026-06-13 23:36:38.959140
PAY005128,CUST9694,1931,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-05-02 22:15:38.959140
PAY005129,CUST8953,17014,Wallet,Quarterly,SUCCESS,,2,Approved,0,2026-05-29 12:45:38.959140
PAY005130,CUST4878,19330,Wallet,Monthly,FAILED,User Cancelled,1,Timeout,0,2026-04-28 02:47:38.959140
PAY005131,CUST3381,2872,Credit Card,Annual,SUCCESS,,1,Approved,0,2026-06-06 06:41:38.959140
PAY005132,CUST6816,14405,UPI,Annual,FAILED,Bank Timeout,2,Blocked,1,2026-08-11 21:28:38.959140
PAY005133,CUST8651,11972,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-07-05 11:55:38.959140
PAY005134,CUST1672,21771,Credit Card,Monthly,FAILED,User Cancelled,0,Blocked,0,2026-05-10 01:36:38.959140
PAY005135,CUST5289,4160,Wallet,Quarterly,FAILED,User Cancelled,3,Timeout,0,2026-07-20 07:36:38.959140
PAY005136,CUST5819,22224,Wallet,Annual,SUCCESS,,2,Approved,0,2026-03-12 12:18:38.959140
PAY005137,CUST6330,24329,UPI,Annual,SUCCESS,,0,Approved,0,2026-08-17 20:52:38.959140
PAY005138,CUST7671,21542,Debit Card,Monthly,SUCCESS,,2,Approved,0,2026-05-01 05:59:38.959140
PAY005139,CUST7766,10992,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-05-29 13:26:38.959140
PAY005140,CUST6449,11643,Wallet,Annual,SUCCESS,,1,Approved,0,2026-05-15 20:13:38.959140
PAY005141,CUST3499,2130,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-07-08 16:29:38.959140
PAY005142,CUST9079,9930,Debit Card,Quarterly,FAILED,UPI Failure,3,Processing Error,1,2026-07-27 13:05:38.959140
PAY005143,CUST2924,5994,Credit Card,Monthly,SUCCESS,,2,Approved,0,2026-04-30 11:29:38.959140
PAY005144,CUST5068,4961,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-07-21 21:45:38.959140
PAY005145,CUST2017,1361,Debit Card,Quarterly,SUCCESS,,0,Approved,0,2026-06-07 15:11:38.959140
PAY005146,CUST7816,19754,Net Banking,Quarterly,FAILED,Fraud Suspected,2,Blocked,0,2026-06-17 10:56:38.959140
PAY005147,CUST6585,3556,Net Banking,Annual,FAILED,Bank Timeout,3,Declined,1,2026-05-26 10:04:38.959140
PAY005148,CUST4620,3946,Debit Card,Monthly,FAILED,User Cancelled,1,Blocked,0,2026-05-08 20:33:38.959140
PAY005149,CUST1341,14857,Net Banking,Quarterly,FAILED,Fraud Suspected,3,Blocked,0,2026-05-30 03:07:38.959140
PAY005150,CUST3417,5173,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-06-07 03:39:38.959140
PAY005151,CUST7026,2155,UPI,Annual,SUCCESS,,2,Approved,0,2026-08-05 12:55:38.959140
PAY005152,CUST1809,9152,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-06-08 04:11:38.959140
PAY005153,CUST4942,12044,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-06-18 23:03:38.959140
PAY005154,CUST8129,11115,Credit Card,Monthly,SUCCESS,,2,Approved,0,2026-08-24 22:38:38.959140
PAY005155,CUST7111,18391,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-04-15 20:30:38.959140
PAY005156,CUST6834,13685,UPI,Quarterly,FAILED,Insufficient Funds,3,Blocked,1,2026-06-10 10:58:38.959140
PAY005157,CUST5812,24472,Credit Card,Monthly,FAILED,Invalid CVV,0,Approved,0,2026-03-15 06:10:38.959140
PAY005158,CUST8725,12241,Wallet,Quarterly,SUCCESS,,2,Approved,0,2026-07-11 16:21:38.959140
PAY005159,CUST7405,3162,Wallet,Quarterly,FAILED,Network Error,3,Declined,1,2026-06-23 22:42:38.959140
PAY005160,CUST1590,20286,Wallet,Annual,FAILED,Card Expired,1,Processing Error,0,2026-08-15 05:48:38.959140
PAY005161,CUST1547,17061,Debit Card,Quarterly,FAILED,Insufficient Funds,2,Approved,1,2026-07-05 10:39:38.959140
PAY005162,CUST2769,18182,Debit Card,Monthly,FAILED,Card Expired,1,Approved,0,2026-06-26 12:30:38.959140
PAY005163,CUST1794,5399,UPI,Annual,SUCCESS,,3,Approved,0,2026-04-30 16:34:38.959140
PAY005164,CUST4557,22576,Wallet,Quarterly,SUCCESS,,1,Approved,0,2026-07-16 14:50:38.959140
PAY005165,CUST1039,19348,Credit Card,Annual,SUCCESS,,0,Approved,0,2026-04-12 11:15:38.959140
PAY005166,CUST2028,14764,Wallet,Annual,SUCCESS,,1,Approved,0,2026-08-28 14:02:38.959140
PAY005167,CUST8369,17407,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-04-30 09:06:38.959140
PAY005168,CUST5472,13606,Credit Card,Annual,FAILED,Invalid CVV,3,Declined,0,2026-05-27 11:52:38.959140
PAY005169,CUST2518,7720,Credit Card,Quarterly,SUCCESS,,2,Approved,0,2026-06-11 02:23:38.959140
PAY005170,CUST8876,13362,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-05-01 23:26:38.959140
PAY005171,CUST1491,13633,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-04-28 19:54:38.959140
PAY005172,CUST9108,6460,Wallet,Quarterly,SUCCESS,,1,Approved,0,2026-07-26 10:49:38.959140
PAY005173,CUST2522,14593,Wallet,Quarterly,SUCCESS,,2,Approved,0,2026-06-12 03:38:38.959140
PAY005174,CUST3765,10006,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-06-28 17:40:38.959140
PAY005175,CUST5214,21848,Net Banking,Annual,SUCCESS,,0,Approved,0,2026-05-04 11:58:38.959140
PAY005176,CUST2504,18745,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-04-24 04:32:38.959140
PAY005177,CUST5573,13316,UPI,Monthly,FAILED,Bank Timeout,2,Declined,1,2026-07-06 18:49:38.959140
PAY005178,CUST7144,19213,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-08-10 23:21:38.959140
PAY005179,CUST2994,13805,Wallet,Monthly,SUCCESS,,0,Approved,0,2026-08-20 03:55:38.959140
PAY005180,CUST7286,18991,Wallet,Quarterly,FAILED,Bank Timeout,1,Timeout,1,2026-04-23 00:53:38.959140
PAY005181,CUST4404,1817,Credit Card,Quarterly,SUCCESS,,1,Approved,0,2026-06-02 22:41:38.959140
PAY005182,CUST2053,8941,Credit Card,Annual,SUCCESS,,0,Approved,0,2026-05-19 05:12:38.959140
PAY005183,CUST9215,9955,Credit Card,Monthly,SUCCESS,,2,Approved,0,2026-06-08 01:17:38.959140
PAY005184,CUST8362,10902,Net Banking,Annual,FAILED,Invalid CVV,2,Timeout,0,2026-06-24 03:17:38.959140
PAY005185,CUST1034,12283,UPI,Quarterly,FAILED,Invalid CVV,3,Blocked,0,2026-06-09 06:19:38.959140
PAY005186,CUST7481,24175,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-08-23 15:45:38.959140
PAY005187,CUST5324,21042,Credit Card,Quarterly,SUCCESS,,2,Approved,0,2026-08-28 00:56:38.959140
PAY005188,CUST2759,5525,Debit Card,Quarterly,FAILED,User Cancelled,3,Processing Error,0,2026-03-16 10:21:38.959140
PAY005189,CUST1693,8333,UPI,Quarterly,SUCCESS,,2,Approved,0,2026-04-11 03:03:38.959140
PAY005190,CUST5096,22545,Net Banking,Annual,SUCCESS,,3,Approved,0,2026-05-29 11:03:38.959140
PAY005191,CUST5088,12179,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-03-19 00:47:38.959140
PAY005192,CUST1355,3136,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-07-09 21:26:38.959140
PAY005193,CUST6187,3417,Wallet,Quarterly,SUCCESS,,1,Approved,0,2026-04-19 13:01:38.959140
PAY005194,CUST4041,2969,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-04-12 22:35:38.959140
PAY005195,CUST4355,15689,Credit Card,Quarterly,SUCCESS,,3,Approved,0,2026-05-23 13:51:38.959140
PAY005196,CUST5573,22769,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-07-29 16:33:38.959140
PAY005197,CUST1664,3237,Wallet,Annual,SUCCESS,,0,Approved,0,2026-05-22 00:31:38.959140
PAY005198,CUST3475,24238,Credit Card,Annual,FAILED,Insufficient Funds,3,Timeout,1,2026-03-17 16:03:38.959140
PAY005199,CUST5841,8856,Wallet,Quarterly,SUCCESS,,2,Approved,0,2026-06-01 09:11:38.959140
PAY005200,CUST3174,19713,Net Banking,Monthly,SUCCESS,,0,Approved,0,2026-05-09 13:25:38.959140
PAY005201,CUST2852,11611,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-03-27 05:16:38.959140
PAY005202,CUST6113,16607,UPI,Annual,SUCCESS,,1,Approved,0,2026-03-17 22:44:38.959140
PAY005203,CUST4618,24071,UPI,Quarterly,SUCCESS,,2,Approved,0,2026-04-01 06:49:38.959140
PAY005204,CUST3292,19607,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-08-20 02:49:38.959140
PAY005205,CUST4295,15033,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-05-10 13:00:38.959140
PAY005206,CUST3539,14746,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-08-08 16:39:38.959140
PAY005207,CUST5620,20074,Credit Card,Monthly,SUCCESS,,1,Approved,0,2026-05-29 12:46:38.959140
PAY005208,CUST7523,14024,UPI,Monthly,SUCCESS,,3,Approved,0,2026-05-12 18:28:38.959140
PAY005209,CUST7780,13262,Debit Card,Quarterly,SUCCESS,,0,Approved,0,2026-08-21 10:18:38.959140
PAY005210,CUST8433,13813,Debit Card,Quarterly,SUCCESS,,1,Approved,0,2026-04-24 09:53:38.959140
PAY005211,CUST3274,13893,UPI,Annual,SUCCESS,,3,Approved,0,2026-08-27 22:55:38.959140
PAY005212,CUST1941,20711,Credit Card,Quarterly,SUCCESS,,3,Approved,0,2026-07-23 20:37:38.959140
PAY005213,CUST6836,3793,Net Banking,Annual,SUCCESS,,0,Approved,0,2026-03-11 04:53:38.959140
PAY005214,CUST8575,14066,UPI,Monthly,SUCCESS,,0,Approved,0,2026-05-06 21:52:38.959140
PAY005215,CUST4319,2826,Credit Card,Monthly,FAILED,Invalid CVV,0,Processing Error,0,2026-08-11 10:17:38.959140
PAY005216,CUST4790,6247,UPI,Annual,SUCCESS,,1,Approved,0,2026-07-26 04:46:38.959140
PAY005217,CUST7858,9032,Debit Card,Quarterly,FAILED,User Cancelled,2,Approved,0,2026-07-21 10:27:38.959140
PAY005218,CUST9650,14594,Credit Card,Monthly,FAILED,Bank Timeout,2,Approved,1,2026-04-13 02:07:38.959140
PAY005219,CUST5342,5887,Net Banking,Annual,SUCCESS,,3,Approved,0,2026-07-12 05:04:38.959140
PAY005220,CUST2808,11054,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-07-22 08:54:38.959140
PAY005221,CUST2061,1230,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-03-22 07:55:38.959140
PAY005222,CUST6178,16627,UPI,Monthly,SUCCESS,,0,Approved,0,2026-07-29 14:59:38.959140
PAY005223,CUST6980,6336,Credit Card,Monthly,SUCCESS,,2,Approved,0,2026-05-20 01:04:38.959140
PAY005224,CUST7034,6753,Debit Card,Monthly,FAILED,User Cancelled,1,Processing Error,0,2026-03-10 23:41:38.959140
PAY005225,CUST9851,1833,Debit Card,Monthly,SUCCESS,,0,Approved,0,2026-06-22 22:58:38.959140
PAY005226,CUST8355,8734,UPI,Annual,SUCCESS,,1,Approved,0,2026-05-30 20:58:38.959140
PAY005227,CUST5416,3241,Net Banking,Monthly,SUCCESS,,3,Approved,0,2026-03-11 18:05:38.959140
PAY005228,CUST3779,6126,Wallet,Annual,SUCCESS,,2,Approved,0,2026-07-15 22:01:38.959140
PAY005229,CUST8357,7438,Wallet,Quarterly,FAILED,UPI Failure,1,Approved,1,2026-08-24 08:38:38.959140
PAY005230,CUST8281,3652,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-05-17 17:19:38.959140
PAY005231,CUST4878,3192,Wallet,Monthly,SUCCESS,,3,Approved,0,2026-08-30 01:53:38.959140
PAY005232,CUST6687,23083,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-03-20 05:10:38.959140
PAY005233,CUST2206,12499,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-04-23 19:54:38.959140
PAY005234,CUST9184,12412,UPI,Annual,SUCCESS,,2,Approved,0,2026-07-04 23:05:38.959140
PAY005235,CUST7319,8543,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-03-17 15:48:38.959140
PAY005236,CUST6815,20725,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-08-25 18:03:38.959140
PAY005237,CUST1351,6738,Net Banking,Quarterly,SUCCESS,,2,Approved,0,2026-06-02 19:57:38.959140
PAY005238,CUST8683,318,Wallet,Annual,FAILED,Bank Timeout,2,Approved,1,2026-05-20 03:43:38.959140
PAY005239,CUST2813,4922,Wallet,Annual,SUCCESS,,1,Approved,0,2026-05-30 18:02:38.959140
PAY005240,CUST2062,13555,UPI,Annual,FAILED,Bank Timeout,0,Processing Error,1,2026-07-26 04:06:38.959140
PAY005241,CUST4609,753,Net Banking,Monthly,SUCCESS,,0,Approved,0,2026-03-14 14:31:38.959140
PAY005242,CUST1057,2327,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-08-10 12:06:38.959140
PAY005243,CUST4216,1703,Credit Card,Quarterly,SUCCESS,,0,Approved,0,2026-08-15 14:37:38.959140
PAY005244,CUST1395,21947,Debit Card,Annual,SUCCESS,,1,Approved,0,2026-06-13 19:23:38.959140
PAY005245,CUST9043,17265,Net Banking,Monthly,SUCCESS,,3,Approved,0,2026-06-02 10:35:38.959140
PAY005246,CUST7319,22087,Wallet,Monthly,SUCCESS,,3,Approved,0,2026-04-03 05:15:38.959140
PAY005247,CUST7573,3394,Debit Card,Quarterly,FAILED,User Cancelled,0,Processing Error,0,2026-06-20 07:45:38.959140
PAY005248,CUST6209,16183,Wallet,Quarterly,SUCCESS,,3,Approved,0,2026-04-15 15:00:38.959140
PAY005249,CUST3740,18545,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-06-25 17:24:38.959140
PAY005250,CUST7574,4035,Credit Card,Annual,SUCCESS,,1,Approved,0,2026-05-15 20:46:38.959140
PAY005251,CUST3862,24299,Debit Card,Monthly,FAILED,Fraud Suspected,3,Blocked,0,2026-08-01 21:43:38.959140
PAY005252,CUST8650,11794,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-05-26 01:32:38.959140
PAY005253,CUST6949,21036,Wallet,Monthly,SUCCESS,,3,Approved,0,2026-04-13 05:35:38.959140
PAY005254,CUST9136,24046,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-06-07 00:21:38.959140
PAY005255,CUST4911,9344,Debit Card,Annual,SUCCESS,,3,Approved,0,2026-05-30 22:14:38.959140
PAY005256,CUST9798,21944,Credit Card,Quarterly,FAILED,Fraud Suspected,2,Declined,0,2026-07-06 23:14:38.959140
PAY005257,CUST3034,19061,Credit Card,Quarterly,SUCCESS,,3,Approved,0,2026-07-24 15:34:38.959140
PAY005258,CUST4279,1281,UPI,Annual,SUCCESS,,0,Approved,0,2026-06-29 03:30:38.959140
PAY005259,CUST3016,8427,Credit Card,Quarterly,SUCCESS,,3,Approved,0,2026-07-04 09:14:38.959140
PAY005260,CUST4099,3766,Credit Card,Quarterly,FAILED,Invalid CVV,0,Blocked,0,2026-06-21 07:28:38.959140
PAY005261,CUST2250,1330,Credit Card,Annual,SUCCESS,,1,Approved,0,2026-07-01 23:08:38.959140
PAY005262,CUST7444,7201,Wallet,Monthly,SUCCESS,,0,Approved,0,2026-05-07 05:25:38.959140
PAY005263,CUST4803,24283,Credit Card,Quarterly,SUCCESS,,3,Approved,0,2026-05-16 20:52:38.959140
PAY005264,CUST3224,5929,Wallet,Annual,FAILED,Bank Timeout,3,Approved,1,2026-07-13 07:54:38.959140
PAY005265,CUST8865,18084,Wallet,Monthly,SUCCESS,,3,Approved,0,2026-04-24 23:08:38.959140
PAY005266,CUST4227,18400,Debit Card,Annual,SUCCESS,,1,Approved,0,2026-05-22 04:58:38.959140
PAY005267,CUST3706,14912,Credit Card,Monthly,SUCCESS,,1,Approved,0,2026-06-21 16:09:38.959140
PAY005268,CUST8538,2809,Wallet,Quarterly,SUCCESS,,3,Approved,0,2026-07-05 04:21:38.959140
PAY005269,CUST5536,363,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-06-21 03:22:38.959140
PAY005270,CUST9109,21207,Net Banking,Annual,FAILED,User Cancelled,0,Processing Error,0,2026-05-06 09:01:38.959140
PAY005271,CUST3056,9950,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-03-23 07:15:38.959140
PAY005272,CUST5057,10560,Wallet,Annual,SUCCESS,,1,Approved,0,2026-05-12 11:16:38.959140
PAY005273,CUST6762,22706,UPI,Annual,SUCCESS,,2,Approved,0,2026-06-07 21:43:38.959140
PAY005274,CUST5451,15153,Wallet,Monthly,SUCCESS,,1,Approved,0,2026-03-18 22:24:38.959140
PAY005275,CUST7113,6262,Net Banking,Annual,SUCCESS,,3,Approved,0,2026-06-25 11:38:38.959140
PAY005276,CUST5203,13786,Credit Card,Monthly,SUCCESS,,1,Approved,0,2026-08-17 09:00:38.959140
PAY005277,CUST8546,13433,UPI,Annual,SUCCESS,,3,Approved,0,2026-08-18 19:19:38.959140
PAY005278,CUST5460,10732,Credit Card,Annual,SUCCESS,,0,Approved,0,2026-05-21 13:42:38.959140
PAY005279,CUST2739,9031,UPI,Annual,SUCCESS,,2,Approved,0,2026-08-02 18:38:38.959140
PAY005280,CUST8975,9924,Wallet,Quarterly,SUCCESS,,1,Approved,0,2026-08-13 00:21:38.959140
PAY005281,CUST3461,6421,UPI,Monthly,SUCCESS,,2,Approved,0,2026-04-29 11:36:38.959140
PAY005282,CUST9940,17288,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-06-09 17:18:38.959140
PAY005283,CUST3549,20495,Wallet,Monthly,SUCCESS,,0,Approved,0,2026-04-17 18:46:38.959140
PAY005284,CUST6024,10616,Wallet,Annual,SUCCESS,,1,Approved,0,2026-06-14 01:01:38.959140
PAY005285,CUST9183,3020,UPI,Monthly,SUCCESS,,2,Approved,0,2026-07-18 06:16:38.959140
PAY005286,CUST2515,12204,Net Banking,Quarterly,SUCCESS,,3,Approved,0,2026-03-19 11:42:38.959140
PAY005287,CUST6477,22614,Debit Card,Quarterly,FAILED,Bank Timeout,1,Timeout,1,2026-05-18 18:28:38.959140
